file_name,observer_name,type_grating,spatial_frequency,contrast_level,rgb_min,rgb_max,scase1_reversals,scase2_reversals
re SCSF 126.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.79432, 1.5848, 0.79432, 1.5848, 0.79432, 1.122, 0.28183, 1.122, 0.56234, 0.79432, 0.56234, 1.122]","[0.79432, 1.5848, 0.3981, 0.56234, 0.19952, 0.28183, 0.19952, 0.3981, 0.19952, 0.28183, 0.19952, 1.5848]"
mj SCSF 74.txt,mj,Compound,0.1,100.0,"[0, 0, 0]","[700, 211, 0]","[0.3981, 1.5848, 0.56234, 0.79432, 0.56234, 1.122, 0.56234, 1.122, 0.28183, 0.56234, 0.3981, 1.122]","[3.1622, 12.589, 1.5848, 2.2387, 0.79432, 1.122, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 1.5848]"
re SCSF 167.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[1000, 152, 0]","[1.5848, 3.1622, 1.5848, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622, 1.5848, 2.2387, 1.5848, 3.1622]","[1.5848, 6.3095, 3.1622, 4.4668, 1.5848, 2.2387, 1.5848, 2.2387, 1.122, 2.2387, 1.122, 3.1622]"
re SCSF 207.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 12.589, 2.2387, 8.9125, 2.2387, 3.1622, 2.2387, 4.4668, 2.2387, 4.4668, 2.2387, 4.4668]","[0.3981, 3.1622, 2.2387, 3.1622, 1.5848, 3.1622, 2.2387, 4.4668, 3.1622, 6.3095, 1.5848, 2.2387]"
re SCSF 109.txt,re,Compound,0.251,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.19952, 0.3981, 0.19952, 0.28183, 0.19952, 0.3981, 0.19952, 0.3981, 0.28183, 0.3981, 0.28183, 0.3981]","[0.19952, 0.79432, 0.3981, 0.56234, 0.19952, 0.3981, 0.28183, 0.79432, 0.3981, 0.56234, 0.19952, 0.79432]"
kh SCSF 37.txt,kh,Equiluminance,1.585,100.0,"[0, 0]","[705, 0, 0]","[3.1622, 6.3095, 3.1622, 6.3095, 1.5848, 3.1622, 2.2387, 3.1622, 1.122, 3.1622, 0.79432, 2.2387]","[6.3095, 12.589, 6.3095, 8.9125, 4.4668, 6.3095, 2.2387, 3.1622, 2.2387, 3.1622, 2.2387, 6.3095]"
kh SCSF 2.txt,kh,Luminance,0.1,100.0,"[0, 0, 0]","[705, 0]","[50.118, 3.1622, 4.4668, 3.1622, 4.4668, 2.2387, 3.1622, 1.5848, 2.2387, 1.5848, 3.1622, 1.5848]","[1.5848, 3.1622, 2.2387, 4.4668, 1.122, 3.1622, 1.122, 3.1622, 1.122, 2.2387, 1.5848, 6.3095]"
kh SCSF 61.txt,kh,Compound,0.631,100.0,"[0, 0, 0]","[705, 200, 0]","[12.589, 25.118, 8.9125, 12.589, 6.3095, 8.9125, 3.1622, 6.3095, 4.4668, 6.3095, 3.1622, 8.9125]","[3.1622, 6.3095, 4.4668, 6.3095, 4.4668, 6.3095, 3.1622, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668]"
re SCSF 84.txt,re,Compound,0.251,100.0,"[0, 0, 0]","[705, 107, 0]","[0.19952, 0.79432, 0.3981, 0.79432, 0.28183, 0.3981, 0.28183, 0.3981, 0.28183, 1.122, 0.79432, 1.122]","[50.118, 0.0, 0.3981, 0.28183, 0.79432, 0.56234, 1.122, 0.28183, 0.3981, 0.28183, 0.56234, 0.28183]"
kh SCSF 70.txt,kh,Compound,0.1,100.0,"[0, 0, 0]","[705, 200, 0]","[50.118, 0.3981, 0.56234, 0.3981, 0.79432, 0.56234, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981]","[0.3981, 0.79432, 0.56234, 0.79432, 0.14125, 0.56234, 0.19952, 0.3981, 0.14125, 0.19952, 0.14125, 0.3981]"
re SCSF 199.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[1000, 152, 0]","[3.1622, 6.3095, 1.5848, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622, 2.2387, 6.3095]","[0.79432, 1.5848, 1.122, 3.1622, 1.122, 2.2387, 1.5848, 3.1622, 2.2387, 4.4668, 1.122, 2.2387]"
re SCSF 99.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 6.3095, 0.79432, 2.2387, 1.5848, 2.2387, 0.3981, 1.122, 0.79432, 1.5848, 1.122, 3.1622]","[1.5848, 6.3095, 3.1622, 4.4668, 2.2387, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387]"
mj SCSF 38.txt,mj,Compound,0.251,100.0,"[0, 0, 0]","[700, 211, 0]","[0.0, 0.79432, 0.56234, 1.5848, 1.122, 1.5848, 0.79432, 1.122, 0.56234, 0.79432, 0.56234, 1.122]","[3.1622, 6.3095, 1.122, 1.5848, 1.122, 1.5848, 0.28183, 1.5848, 0.3981, 0.79432, 0.56234, 1.122]"
re SCSF 131.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.19952, 0.79432, 0.56234, 1.5848, 0.28183, 1.5848, 0.56234, 1.122, 0.79432, 2.2387, 0.79432, 1.5848]","[0.79432, 1.5848, 0.79432, 1.122, 0.56234, 1.122, 0.56234, 0.79432, 0.56234, 1.122, 0.79432, 2.2387]"
kh SCSF 68.txt,kh,Equiluminance,0.631,100.0,"[0, 0]","[705, 0, 0]","[0.3981, 0.79432, 0.56234, 1.122, 0.28183, 1.122, 0.79432, 1.122, 0.56234, 2.2387, 1.5848, 6.3095]","[6.3095, 12.589, 4.4668, 6.3095, 4.4668, 8.9125, 3.1622, 4.4668, 2.2387, 6.3095, 3.1622, 6.3095]"
mj SCSF 40.txt,mj,Equiluminance,0.251,100.0,"[0, 211, 0]","[700, 0, 0]","[0.79432, 3.1622, 1.122, 2.2387, 1.122, 2.2387, 0.79432, 1.122, 0.79432, 6.3095, 4.4668, 6.3095]","[3.1622, 6.3095, 1.5848, 2.2387, 1.5848, 3.1622, 0.79432, 2.2387, 1.5848, 2.2387, 1.5848, 4.4668]"
kh SCSF 30.txt,kh,Luminance,0.631,100.0,"[0, 0, 0]","[705, 0]","[50.118, 0.79432, 1.122, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.28183, 0.3981, 0.28183]","[1.5848, 3.1622, 0.56234, 1.122, 0.3981, 1.122, 0.79432, 1.122, 0.56234, 1.122, 0.56234, 0.79432]"
re SCSF 35.txt,re,Equiluminance,0.251,100.0,"[0, 107, 0]","[705, 0, 0]","[0.19952, 1.5848, 1.122, 2.2387, 1.122, 1.5848, 1.122, 2.2387, 1.5848, 2.2387, 1.5848, 2.2387]","[1.5848, 3.1622, 1.5848, 2.2387, 1.5848, 3.1622, 1.122, 2.2387, 1.5848, 2.2387, 1.122, 2.2387]"
mj SCSF 78.txt,mj,Luminance,1.0,100.0,"[0, 0, 0]","[700, 211, 0]","[12.589, 25.118, 3.1622, 12.589, 8.9125, 12.589, 3.1622, 8.9125, 6.3095, 17.782, 12.589, 35.481]","[6.3095, 25.118, 17.782, 25.118, 12.589, 17.782, 8.9125, 17.782, 8.9125, 12.589, 6.3095, 8.9125]"
kh SCSF 93.txt,kh,Compound,1.0,100.0,"[0, 0, 0]","[705, 200, 0]","[1.5848, 3.1622, 1.122, 1.5848, 0.56234, 0.79432, 0.56234, 1.5848, 1.122, 1.5848, 0.79432, 2.2387]","[1.5848, 3.1622, 1.122, 1.5848, 0.56234, 1.5848, 0.79432, 1.122, 0.56234, 0.79432, 0.56234, 0.79432]"
re SCSF 58.txt,re,Equiluminance,1.585,100.0,"[0, 107, 0]","[705, 0, 0]","[25.118, 10.0, 25.118, 35.481, 25.118, 35.481, 12.589, 17.782, 12.589, 17.782, 12.589, 25.118]","[50.118, 25.118, 35.481, 17.782, 25.118, 17.782, 35.481, 6.3095, 25.118, 8.9125, 25.118, 17.782]"
re SCSF 29.txt,re,Compound,0.398,100.0,"[0, 0, 0]","[705, 107, 0]","[0.19952, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.3981, 0.56234, 0.3981, 0.79432, 0.56234, 0.79432]","[12.589, 25.118, 0.56234, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234, 0.28183, 0.79432, 0.3981, 0.56234]"
kh SCSF 17.txt,kh,Compound,1.585,100.0,"[0, 0, 0]","[705, 200, 0]","[1.5848, 6.3095, 3.1622, 4.4668, 2.2387, 3.1622, 1.5848, 3.1622, 1.5848, 2.2387, 0.79432, 1.122]","[50.118, 1.5848, 3.1622, 1.122, 1.5848, 1.122, 1.5848, 0.79432, 1.122, 0.79432, 3.1622, 2.2387]"
kh SCSF 39.txt,kh,Equiluminance,0.251,100.0,"[0, 0]","[705, 0, 0]","[12.589, 25.118, 6.3095, 8.9125, 6.3095, 12.589, 8.9125, 17.782, 12.589, 17.782, 4.4668, 8.9125]","[1.5848, 3.1622, 2.2387, 8.9125, 6.3095, 12.589, 8.9125, 12.589, 8.9125, 17.782, 12.589, 17.782]"
mj SCSF 23.txt,mj,Compound,0.631,100.0,"[0, 0, 0]","[700, 211, 0]","[1.5848, 3.1622, 0.79432, 1.122, 0.28183, 0.3981, 0.28183, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234]","[0.3981, 1.5848, 1.122, 1.5848, 0.56234, 0.79432, 0.56234, 1.122, 0.79432, 1.122, 0.79432, 1.122]"
mj SCSF 68.txt,mj,Compound,1.0,100.0,"[0, 0, 0]","[700, 211, 0]","[12.589, 25.118, 1.122, 3.1622, 1.5848, 3.1622, 1.5848, 3.1622, 2.2387, 3.1622, 1.5848, 3.1622]","[0.79432, 3.1622, 1.5848, 3.1622, 2.2387, 4.4668, 1.5848, 2.2387, 1.5848, 3.1622, 1.122, 3.1622]"
mj SCSF 71.txt,mj,Compound,0.158,100.0,"[0, 0, 0]","[700, 211, 0]","[25.118, 50.118, 12.589, 17.782, 0.79432, 1.122, 0.56234, 0.79432, 0.56234, 0.79432, 0.3981, 0.79432]","[3.1622, 6.3095, 1.5848, 2.2387, 0.79432, 1.122, 0.56234, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234]"
mj SCSF 25.txt,mj,Compound,0.251,100.0,"[0, 0, 0]","[700, 211, 0]","[6.3095, 12.589, 0.3981, 0.79432, 0.14125, 0.19952, 0.14125, 0.19952, 0.14125, 0.3981, 0.19952, 0.56234]","[1.5848, 3.1622, 0.3981, 0.79432, 0.56234, 0.79432, 0.3981, 0.56234, 0.3981, 1.122, 0.3981, 0.79432]"
re SCSF 103.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[705, 107, 0]","[3.1622, 6.3095, 2.2387, 3.1622, 1.5848, 3.1622, 2.2387, 4.4668, 1.122, 1.5848, 0.79432, 1.5848]","[0.79432, 1.5848, 1.122, 1.5848, 0.56234, 0.79432, 0.56234, 0.79432, 0.28183, 1.5848, 0.79432, 2.2387]"
re SCSF 192.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[705, 107, 0]","[6.3095, 50.118, 25.118, 10.0, 6.3095, 25.118, 8.9125, 17.782, 12.589, 17.782, 8.9125, 17.782]","[50.118, 6.3095, 8.9125, 6.3095, 8.9125, 6.3095, 12.589, 8.9125, 17.782, 12.589, 25.118, 12.589]"
mj SCSF 67.txt,mj,Compound,0.398,100.0,"[0, 0, 0]","[700, 211, 0]","[1.5848, 3.1622, 2.2387, 3.1622, 1.5848, 2.2387, 1.122, 1.5848, 1.122, 1.5848, 0.79432, 1.5848]","[6.3095, 12.589, 2.2387, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 0.79432, 2.2387, 1.5848, 2.2387]"
re SCSF 152.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[1000, 152, 0]","[50.118, 12.589, 17.782, 6.3095, 8.9125, 4.4668, 8.9125, 1.122, 2.2387, 0.3981, 1.122, 0.79432]","[3.1622, 50.118, 12.589, 25.118, 12.589, 25.118, 3.1622, 4.4668, 2.2387, 3.1622, 2.2387, 6.3095]"
mj SCSF 5.txt,mj,Luminance,1.585,100.0,"[0, 0, 0]","[700, 211, 0]","[0.79432, 1.5848, 0.79432, 1.122, 0.56234, 1.122, 0.79432, 1.122, 0.3981, 0.79432, 0.3981, 1.122]","[0.79432, 1.5848, 0.56234, 1.122, 0.79432, 1.122, 0.79432, 1.122, 0.56234, 0.79432, 0.28183, 0.79432]"
re SCSF 146.txt,re,Compound,0.398,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.79432, 3.1622, 0.79432, 1.122, 0.79432, 2.2387, 1.5848, 3.1622, 1.5848, 2.2387, 0.56234, 1.122]","[0.79432, 1.5848, 1.122, 1.5848, 1.122, 4.4668, 3.1622, 4.4668, 3.1622, 4.4668, 1.5848, 3.1622]"
re SCSF 206.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[705, 107, 0]","[0.3981, 0.79432, 0.28183, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234]","[0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.28183, 1.122, 0.28183, 0.79432]"
kh SCSF 6.txt,kh,Luminance,0.158,100.0,"[0, 0, 0]","[705, 0]","[50.118, 1.5848, 3.1622, 1.122, 1.5848, 0.79432, 1.122, 0.56234, 1.122, 0.56234, 2.2387, 1.5848]","[25.118, 50.118, 1.5848, 4.4668, 1.122, 3.1622, 2.2387, 3.1622, 0.79432, 1.122, 0.79432, 2.2387]"
re SCSF 4.txt,re,Luminance,1.585,100.0,"[0, 0, 0]","[705, 107, 0]","[0.3981, 3.1622, 1.122, 1.5848, 1.122, 1.5848, 1.122, 1.5848, 1.122, 2.2387, 1.5848, 2.2387]","[12.589, 25.118, 3.1622, 4.4668, 1.122, 1.5848, 0.79432, 1.5848, 0.56234, 1.122, 0.79432, 1.5848]"
mj SCSF 3.txt,mj,Luminance,0.251,100.0,"[0, 0, 0]","[700, 211, 0]","[1.5848, 3.1622, 0.79432, 1.122, 0.79432, 1.5848, 1.122, 1.5848, 0.79432, 1.5848, 1.122, 2.2387]","[6.3095, 12.589, 1.5848, 2.2387, 1.5848, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.122, 1.5848]"
re SCSF 149.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[1000, 152, 0]","[3.1622, 12.589, 2.2387, 3.1622, 2.2387, 3.1622, 0.79432, 1.122, 0.79432, 1.5848, 0.56234, 1.122]","[12.589, 25.118, 3.1622, 4.4668, 3.1622, 8.9125, 4.4668, 6.3095, 3.1622, 4.4668, 0.79432, 3.1622]"
kh SCSF 79.txt,kh,Compound,0.158,100.0,"[0, 0, 0]","[705, 200, 0]","[0.3981, 1.5848, 0.56234, 0.79432, 0.28183, 0.56234, 0.3981, 0.56234, 0.3981, 0.79432, 0.19952, 0.56234]","[0.19952, 0.3981, 0.28183, 0.79432, 0.28183, 0.56234, 0.3981, 0.56234, 0.19952, 0.28183, 0.0, 0.14125]"
re SCSF 50.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 3.1622, 1.5848, 2.2387, 0.79432, 1.5848, 0.3981, 1.5848, 1.122, 3.1622, 1.122, 1.5848]","[3.1622, 6.3095, 3.1622, 4.4668, 0.79432, 2.2387, 1.122, 3.1622, 1.5848, 2.2387, 0.79432, 1.5848]"
re SCSF 164.txt,re,Compound,1.585,100.0,"[0, 0, 0]","[1000, 152, 0]","[12.589, 25.118, 8.9125, 12.589, 8.9125, 12.589, 3.1622, 4.4668, 3.1622, 4.4668, 2.2387, 8.9125]","[50.118, 3.1622, 4.4668, 3.1622, 8.9125, 4.4668, 12.589, 3.1622, 12.589, 8.9125, 12.589, 6.3095]"
re SCSF 16.txt,re,Compound,0.398,100.0,"[0, 0, 0]","[705, 107, 0]","[0.3981, 1.5848, 0.19952, 0.28183, 0.14125, 0.19952, 0.14125, 0.19952, 0.14125, 0.28183, 0.14125, 0.19952]","[12.589, 25.118, 0.28183, 0.3981, 0.28183, 0.3981, 0.28183, 0.3981, 0.28183, 0.56234, 0.28183, 0.3981]"
mj SCSF 24.txt,mj,Compound,0.398,100.0,"[0, 0, 0]","[700, 211, 0]","[0.19952, 0.3981, 0.28183, 1.122, 0.3981, 0.79432, 0.56234, 1.122, 0.79432, 1.5848, 0.56234, 0.79432]","[0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.3981, 0.56234, 0.3981, 0.56234]"
mj SCSF 61.txt,mj,Equiluminance,0.251,100.0,"[0, 211, 0]","[700, 0, 0]","[0.79432, 1.5848, 1.122, 1.5848, 0.79432, 1.122, 0.79432, 2.2387, 0.79432, 1.5848, 1.122, 1.5848]","[1.5848, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 0.79432, 3.1622, 1.5848, 2.2387, 1.5848, 3.1622]"
re SCSF 174.txt,re,Compound,0.251,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.19952, 1.5848, 0.79432, 1.122, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.28183, 0.3981]","[0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.14125, 0.19952, 0.14125, 0.3981, 0.28183, 0.79432]"
re SCSF 90.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[705, 107, 0]","[3.1622, 6.3095, 1.5848, 2.2387, 1.5848, 2.2387, 0.79432, 2.2387, 1.5848, 3.1622, 2.2387, 3.1622]","[0.050118, 0.79432, 0.56234, 1.122, 0.79432, 6.3095, 1.122, 1.5848, 1.122, 4.4668, 1.5848, 2.2387]"
mj SCSF 34.txt,mj,Compound,0.0631,100.0,"[0, 0, 0]","[700, 211, 0]","[0.79432, 1.5848, 0.28183, 0.79432, 0.28183, 0.3981, 0.28183, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234]","[3.1622, 12.589, 0.28183, 0.56234, 0.3981, 0.56234, 0.28183, 0.56234, 0.28183, 0.3981, 0.19952, 0.79432]"
re SCSF 33.txt,re,Equiluminance,1.585,100.0,"[0, 107, 0]","[705, 0, 0]","[12.589, 25.118, 6.3095, 12.589, 8.9125, 12.589, 8.9125, 12.589, 8.9125, 12.589, 8.9125, 12.589]","[25.118, 50.118, 12.589, 25.118, 17.782, 35.481, 25.118, 35.481, 8.9125, 12.589, 6.3095, 12.589]"
re SCSF 115.txt,re,Compound,0.251,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.19952, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432]","[0.0, 0.79432, 0.19952, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 1.122, 0.28183, 0.3981]"
kh SCSF 21.txt,kh,Compound,0.631,100.0,"[0, 0, 0]","[705, 200, 0]","[50.118, 0.3981, 0.79432, 0.3981, 0.56234, 0.28183, 0.3981, 0.14125, 0.3981, 0.28183, 1.122, 0.3981]","[0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432, 0.19952, 0.3981]"
kh SCSF 3.txt,kh,Luminance,0.631,100.0,"[0, 0, 0]","[705, 0]","[0.79432, 1.5848, 0.79432, 1.122, 0.3981, 0.56234, 0.3981, 0.79432, 0.3981, 0.79432, 0.56234, 1.5848]","[0.3981, 1.5848, 0.79432, 1.122, 0.56234, 1.5848, 0.56234, 1.122, 0.79432, 1.122, 0.79432, 1.5848]"
kh SCSF 71.txt,kh,Compound,0.251,100.0,"[0, 0, 0]","[705, 200, 0]","[0.79432, 1.5848, 1.122, 1.5848, 0.56234, 1.122, 0.56234, 1.122, 0.56234, 0.79432, 0.56234, 1.122]","[0.19952, 0.79432, 0.56234, 0.79432, 0.56234, 1.122, 0.3981, 0.79432, 0.56234, 1.122, 0.56234, 0.79432]"
kh SCSF 58.txt,kh,Luminance,1.0,100.0,"[0, 0, 0]","[705, 0]","[50.118, 0.79432, 1.5848, 1.122, 4.4668, 1.122, 1.5848, 1.122, 1.5848, 1.122, 1.5848, 0.79432]","[1.5848, 6.3095, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.122, 0.56234, 1.122, 0.79432, 1.122]"
re SCSF 123.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.19952, 0.79432, 0.28183, 0.56234, 0.28183, 0.3981, 0.28183, 0.56234, 0.28183, 0.56234, 0.28183, 2.2387]","[0.19952, 0.79432, 0.28183, 0.56234, 0.3981, 0.56234, 0.14125, 0.19952, 0.14125, 0.28183, 0.14125, 0.28183]"
re SCSF 43.txt,re,Luminance,0.398,100.0,"[0, 0, 0]","[705, 107, 0]","[3.1622, 6.3095, 1.122, 1.5848, 0.56234, 0.79432, 0.56234, 0.79432, 0.56234, 1.122, 0.79432, 1.122]","[0.79432, 1.5848, 0.56234, 0.79432, 0.3981, 0.79432, 0.56234, 1.122, 0.79432, 2.2387, 1.122, 1.5848]"
re SCSF 27.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[705, 107, 0]","[0.0, 0.3981, 0.28183, 0.56234, 0.28183, 0.56234, 0.3981, 0.56234, 0.28183, 0.3981, 0.28183, 0.56234]","[0.3981, 0.79432, 0.28183, 0.3981, 0.19952, 0.28183, 0.19952, 0.28183, 0.19952, 0.3981, 0.28183, 0.3981]"
kh SCSF 88.txt,kh,Compound,0.158,100.0,"[0, 0, 0]","[705, 200, 0]","[0.79432, 1.5848, 0.56234, 0.79432, 0.28183, 0.56234, 0.19952, 0.28183, 0.19952, 0.28183, 0.19952, 0.3981]","[0.0, 0.3981, 0.19952, 0.28183, 0.19952, 0.28183, 0.19952, 0.56234, 0.28183, 0.56234, 0.3981, 0.56234]"
kh SCSF 32.txt,kh,Luminance,0.398,100.0,"[0, 0, 0]","[705, 0]","[0.79432, 1.5848, 0.79432, 1.122, 0.79432, 1.122, 0.28183, 0.3981, 0.28183, 0.3981, 0.28183, 1.122]","[0.3981, 0.79432, 0.56234, 1.122, 0.3981, 0.79432, 0.28183, 0.3981, 0.19952, 0.28183, 0.19952, 0.79432]"
re SCSF 132.txt,re,Compound,0.398,100.0,"[0, 0, 0]","[1000, 152, 0]","[50.118, 0.79432, 2.2387, 1.122, 1.5848, 1.122, 1.5848, 1.122, 1.5848, 1.122, 1.5848, 0.3981]","[0.79432, 6.3095, 0.79432, 1.122, 0.79432, 2.2387, 1.122, 1.5848, 1.122, 1.5848, 1.122, 1.5848]"
re SCSF 30.txt,re,Equiluminance,1.0,100.0,"[0, 107, 0]","[705, 0, 0]","[3.1622, 6.3095, 3.1622, 6.3095, 3.1622, 6.3095, 2.2387, 6.3095, 4.4668, 6.3095, 2.2387, 6.3095]","[6.3095, 12.589, 6.3095, 8.9125, 3.1622, 6.3095, 4.4668, 12.589, 2.2387, 8.9125, 2.2387, 4.4668]"
kh SCSF 46.txt,kh,Compound,1.0,100.0,"[0, 0, 0]","[705, 200, 0]","[6.3095, 12.589, 6.3095, 8.9125, 3.1622, 4.4668, 3.1622, 4.4668, 3.1622, 4.4668, 3.1622, 6.3095]","[3.1622, 12.589, 1.122, 1.5848, 0.79432, 1.5848, 1.122, 6.3095, 3.1622, 8.9125, 6.3095, 8.9125]"
re SCSF 49.txt,re,Compound,0.1,100.0,"[0, 0, 0]","[705, 107, 0]","[0.3981, 0.79432, 0.28183, 0.56234, 0.28183, 0.56234, 0.3981, 0.56234, 0.3981, 0.56234, 0.3981, 0.79432]","[25.118, 10.0, 0.28183, 0.3981, 0.28183, 0.79432, 0.56234, 0.79432, 0.28183, 0.56234, 0.28183, 0.3981]"
mj SCSF 11.txt,mj,Luminance,0.251,100.0,"[0, 0, 0]","[700, 211, 0]","[0.79432, 3.1622, 1.122, 2.2387, 1.5848, 2.2387, 0.79432, 2.2387, 1.5848, 2.2387, 1.122, 2.2387]","[3.1622, 6.3095, 1.122, 1.5848, 1.122, 2.2387, 1.5848, 2.2387, 1.122, 2.2387, 1.5848, 3.1622]"
re SCSF 1.txt,re,Luminance,0.631,100.0,"[0, 0, 0]","[705, 107, 0]","[0.79432, 3.1622, 1.122, 1.5848, 0.79432, 2.2387, 1.122, 1.5848, 1.122, 2.2387, 1.122, 1.5848]","[0.0, 3.1622, 1.5848, 2.2387, 0.79432, 1.122, 0.79432, 1.122, 0.56234, 0.79432, 0.56234, 1.122]"
re SCSF 65.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[705, 107, 0]","[0.79432, 3.1622, 1.5848, 4.4668, 2.2387, 3.1622, 2.2387, 6.3095, 2.2387, 4.4668, 3.1622, 25.118]","[3.1622, 6.3095, 1.5848, 4.4668, 1.122, 4.4668, 1.5848, 2.2387, 1.5848, 3.1622, 2.2387, 3.1622]"
mj SCSF 70.txt,mj,Compound,1.585,100.0,"[0, 0, 0]","[700, 211, 0]","[3.1622, 12.589, 2.2387, 6.3095, 3.1622, 6.3095, 4.4668, 6.3095, 3.1622, 8.9125, 4.4668, 12.589]","[12.589, 25.118, 6.3095, 8.9125, 6.3095, 12.589, 6.3095, 17.782, 4.4668, 12.589, 8.9125, 12.589]"
re SCSF 111.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.3981, 1.5848, 0.3981, 1.122, 0.56234, 0.79432, 0.56234, 1.5848, 1.122, 1.5848, 0.56234, 1.122]","[0.19952, 0.79432, 0.56234, 1.5848, 0.79432, 1.5848, 0.79432, 1.122, 0.79432, 1.122, 0.3981, 0.79432]"
re SCSF 133.txt,re,Compound,0.631,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 2.2387, 0.79432, 1.5848, 0.79432, 1.122, 0.56234, 1.122]","[3.1622, 6.3095, 2.2387, 3.1622, 1.5848, 2.2387, 1.122, 3.1622, 1.122, 2.2387, 1.5848, 3.1622]"
mj SCSF 39.txt,mj,Equiluminance,0.158,100.0,"[0, 211, 0]","[700, 0, 0]","[3.1622, 6.3095, 2.2387, 3.1622, 1.5848, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.122, 2.2387]","[0.79432, 1.5848, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.5848, 1.122, 1.5848, 1.122, 1.5848]"
mj SCSF 14.txt,mj,Equiluminance,0.158,100.0,"[0, 211, 0]","[700, 0, 0]","[3.1622, 6.3095, 3.1622, 4.4668, 1.5848, 2.2387, 1.122, 2.2387, 1.5848, 2.2387, 1.122, 1.5848]","[0.19952, 1.5848, 1.122, 1.5848, 0.79432, 2.2387, 1.122, 2.2387, 1.122, 3.1622, 1.5848, 2.2387]"
re SCSF 165.txt,re,Compound,1.0,100.0,"[0, 0, 0]","[1000, 152, 0]","[3.1622, 6.3095, 4.4668, 6.3095, 4.4668, 8.9125, 3.1622, 4.4668, 3.1622, 4.4668, 2.2387, 3.1622]","[1.5848, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668, 2.2387, 3.1622, 1.5848, 3.1622, 1.122, 4.4668]"
mj SCSF 60.txt,mj,Equiluminance,0.398,100.0,"[0, 211, 0]","[700, 0, 0]","[3.1622, 6.3095, 4.4668, 6.3095, 4.4668, 6.3095, 2.2387, 3.1622, 2.2387, 3.1622, 1.5848, 4.4668]","[3.1622, 6.3095, 1.5848, 3.1622, 1.122, 2.2387, 1.5848, 3.1622, 1.5848, 4.4668, 1.5848, 2.2387]"
