file_name,observer_name,type_grating,spatial_frequency,contrast_level,rgb_min,rgb_max,scase1_reversals,scase2_reversals
re SCSF 70.txt,re,Equiluminance,0.0631,100.0,"[0, 107, 0]","[705, 0, 0]","[1.5848, 3.1622, 0.79432, 1.122, 0.79432, 1.5848, 1.122, 1.5848, 1.122, 2.2387, 1.122, 2.2387]","[0.3981, 0.79432, 0.56234, 1.122, 0.56234, 1.122, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.122]"
mj SCSF 64.txt,mj,Compound,0.631,100.0,"[0, 0, 0]","[700, 211, 0]","[50.118, 0.79432, 2.2387, 1.5848, 2.2387, 1.5848, 3.1622, 2.2387, 3.1622, 2.2387, 3.1622, 1.5848]","[6.3095, 12.589, 1.5848, 2.2387, 1.122, 1.5848, 1.122, 1.5848, 0.56234, 1.5848, 0.79432, 1.122]"
mj SCSF 49.txt,mj,Luminance,0.158,100.0,"[0, 0, 0]","[700, 211, 0]","[0.3981, 0.79432, 0.56234, 1.5848, 1.122, 2.2387, 1.5848, 2.2387, 1.122, 1.5848, 1.122, 1.5848]","[0.19952, 3.1622, 1.122, 1.5848, 1.122, 1.5848, 1.122, 2.2387, 1.5848, 2.2387, 0.79432, 1.122]"
mj SCSF 30.txt,mj,Equiluminance,0.0398,100.0,"[0, 211, 0]","[700, 0, 0]","[3.1622, 6.3095, 2.2387, 3.1622, 2.2387, 3.1622, 1.5848, 2.2387, 1.5848, 2.2387, 1.122, 2.2387]","[3.1622, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668, 2.2387, 3.1622, 1.5848, 3.1622, 2.2387, 3.1622]"
re SCSF 173.txt,re,Compound,0.158,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.19952, 0.79432, 0.28183, 0.3981, 0.28183, 0.56234, 0.28183, 0.79432, 0.3981, 0.56234, 0.28183, 0.3981]","[0.19952, 0.3981, 0.19952, 0.56234, 0.28183, 0.3981, 0.28183, 0.56234, 0.19952, 0.28183, 0.0, 0.14125]"
mj SCSF 36.txt,mj,Compound,0.0398,100.0,"[0, 0, 0]","[700, 211, 0]","[12.589, 25.118, 0.56234, 0.79432, 0.3981, 0.79432, 0.56234, 1.5848, 1.122, 1.5848, 0.79432, 1.122]","[3.1622, 6.3095, 0.56234, 0.79432, 0.56234, 1.5848, 0.79432, 1.5848, 0.79432, 1.122, 0.79432, 1.122]"
kh SCSF 43.txt,kh,Compound,1.0,100.0,"[0, 0, 0]","[705, 200, 0]","[6.3095, 12.589, 2.2387, 6.3095, 2.2387, 6.3095, 3.1622, 4.4668, 3.1622, 12.589, 1.5848, 4.4668]","[6.3095, 12.589, 3.1622, 6.3095, 4.4668, 6.3095, 3.1622, 4.4668, 3.1622, 4.4668, 3.1622, 6.3095]"
re SCSF 178.txt,re,Compound,0.251,100.0,"[0, 0, 0]","[1000, 152, 0]","[0.79432, 1.5848, 0.28183, 0.3981, 0.28183, 0.56234, 0.28183, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432]","[0.0, 0.79432, 0.28183, 0.79432, 0.56234, 0.79432, 0.3981, 0.79432, 0.56234, 0.79432, 0.56234, 0.79432]"
re SCSF 63.txt,re,Luminance,0.631,100.0,"[0, 0, 0]","[705, 107, 0]","[1.5848, 6.3095, 2.2387, 4.4668, 2.2387, 3.1622, 2.2387, 4.4668, 1.5848, 4.4668, 2.2387, 3.1622]","[0.3981, 6.3095, 2.2387, 3.1622, 2.2387, 4.4668, 3.1622, 4.4668, 2.2387, 3.1622, 2.2387, 3.1622]"
re SCSF 36.txt,re,Equiluminance,0.1,100.0,"[0, 107, 0]","[705, 0, 0]","[0.79432, 1.5848, 0.28183, 0.79432, 0.3981, 0.79432, 0.56234, 1.122, 0.28183, 0.3981, 0.28183, 0.79432]","[3.1622, 6.3095, 0.79432, 1.122, 0.79432, 1.122, 0.79432, 1.122, 0.56234, 0.79432, 0.56234, 0.79432]"
